Number Of Executions, Total Milliseconds,  Milliseconds per execution, Type
     1,     72,    72,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, reporteRetirados_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(6f201df9-313b-4eca-8f77-69e5fd1f678c)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(53831117-2d39-479e-b6b4-eaaf3bb016e6)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@2d3b3f6f.as(iqi.4ed4e654-a422-46ee-a33a-10a9aa3c7d08)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Weld (embedded)).as(default)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(66dc6e01-0e9b-4c9c-9068-ac3e14f98037)"
     1,     85,    85,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, especiesVenalesMsg_properties.html)"
     1,     91,    91,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.169.html)"
     1,     63,    63,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, activoFijoPlano_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(69472c12-402d-4338-97b2-63e3a3130025)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(5c8b7410-983b-4b12-84c1-e91e3aa82674)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@65c52683.as(iqi.16ee26c5-b027-463e-81e0-6df7d22bea3a)
     1,    193,   193,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ResolucionFacturacionMsg_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Aries (embedded)).as(default)"
     1,     31,    31,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.133.html)"
     1,     33,    33,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, imprevistoReclamo_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SNMP4J (embedded)).as(default)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(79d5d5a5-1927-407d-baf0-c39fcb59cf08)"
     1,     51,    51,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, confirmacionArribo_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@5fe2828e.as(iqi.dfadf02e-68fb-47fd-ba40-3e11600d76e4)
     1,     40,    40,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.226.html)"
     1,     56,    56,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Jsr310CodecProvider_java.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Akka Testkit (embedded)).as(default)"
     1,     31,    31,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.266.html)"
     1,    145,   145,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, tarjetaPrepago_properties.html)"
     1,     36,    36,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.416.html)"
     1,     72,    72,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ReporteLicenciaOffice_properties.html)"
     1,     72,    72,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, confirmacionPago_properties.31.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(567560b4-7355-4449-9078-af3ab9e7a74b)"
     1,    124,   124,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.387.html)"
     1,     63,    63,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.412.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(fe5f2b13-7ba1-4fac-804f-045791064502)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@38037252.as(iqi.dfd15467-ff53-4619-8175-d495554b032b)
     1,     36,    36,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, xopen_en_US_properties.html)"
     1,     72,    72,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, preasignarPlaca_properties.44.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBoss Transactions (embedded)).as(default)"
     1,     56,    56,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, autorizacionFacturacionCredito_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@163904d7.as(iqi.8c629d2b-20d8-4be6-af37-4f680432f3cf)
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@59a6601e.as(iqi.8fbc0717-cb5a-4b1f-bdb2-4dbfd9da58bb)
     1,     52,    52,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, colores_properties.html)"
     1,     33,    33,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.296.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@2ed283ee.as(iqi.ab8e180f-db27-4eaf-8d0e-0ec1001d3f88)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Oscache (embedded)).as(default)"
     1,     59,    59,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, autCambioOTVCaDiag_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WSO2 (embedded)).as(default)"
     1,     57,    57,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, alfabeto_properties.62.html)"
     1,     41,    41,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, eami_en_US_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(0e66aa3b-4d7e-44cb-bd56-67f158d17bd4)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@67b9ae58.as(iqi.47308520-ca37-4218-a126-70cad416482b)
     1,     69,    69,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.389.html)"
     1,     31,    31,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, tipoGarantia_properties.html)"
     1,     95,    95,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, color_properties.html)"
     1,     63,    63,00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,process-definition).as(default)"
     1,     43,    43,00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,ejb-jar).as(default)"
     1,     56,    56,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.228.html)"
     1,     84,    84,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, solicitudTipoMaquinaria_properties.html)"
     1,     43,    43,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.199.html)"
     1,    695,   695,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, dataCartaLiquidacion_properties.html)"
     1,     55,    55,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, controlFondo_properties.html)"
     1,     45,    45,00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(fileName,EQUALS,ibm-web-bnd.xmi).as(default)"
     1,     55,    55,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, retiroInventarioNoArribo_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@58c9a284.as(iqi.96fcdb61-21bc-4d00-86ff-ee34124d0729)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Trimou (embedded)).as(default)"
     1,     23,    23,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.160.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(d5b6da65-5c8d-433e-8343-92096f2f8a16)"
     1,     99,    99,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, impresionNacionalFacturas_properties.html)"
   228,     79,     0,35, GraphService.findAllByProperty(sha1Hash)
     1,     22,    22,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, obsequios_properties.48.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OAUTH (embedded)).as(default)"
     1,     75,    75,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, nivelEmision_properties.html)"
     1,    114,   114,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AdministracionAreas_properties.html)"
     1,     50,    50,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.414.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Amazon SQS Client (embedded)).as(default)"
     1,    145,   145,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, jdbcminor_en_US_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(cba8c5f4-4659-4168-b7a9-9d06834518a0)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OpenPojo (embedded)).as(default)"
     1,    133,   133,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.88.html)"
     1,     26,    26,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, reporteGerenciaTrm_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,TieFaces (embedded)).as(default)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(a0d22d9a-c0ea-4b0f-947c-94f5f63ee638)"
     1,     61,    61,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, cronogramaBoletin_properties.html)"
     1,     85,    85,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, UbicacionesMsg_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Struts (embedded)).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@4b7a3f6a.as(iqi.26564685-3f8d-4bbd-a367-af24b6cf6a35)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Scribe (embedded)).as(default)"
     1,     58,    58,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, reporteEntregaVehiculosMsg_properties.html)"
     1,    132,   132,00, "FreeMarkerIterationOperation.render(/reports/templates/remote.ftl, remotereport_SIGRU_ear.html)"
     1,     23,    23,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.258.html)"
     1,     69,    69,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.320.html)"
     1,     63,    63,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, cotizacionesParametros_properties.html)"
     1,     67,    67,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, PD4MLHtmlParser_java.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@6c5194d.as(iqi.24acdc7b-7b82-41f6-b8bc-3f2305405613)
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@1be8a4e.as(iqi.186fba86-8fa8-4c2c-9b4a-fc8027afc0d6)
     1,     66,    66,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.419.html)"
     1,     40,    40,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, cambiarAutorizador_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(e69655ee-076d-4559-8232-4048facafba3)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Ickenham (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SAML (embedded)).as(default)"
   541,   6231,    11,52, JavaClass.evaluate
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,TensorFlow (embedded)).as(default)"
     1,     41,    41,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.418.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(802db154-3bd0-409f-88de-646477d7361c)"
     1,      0,     0,00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JaxWSWebServiceModel).as(default)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Nuxeo JTA/JCA (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBoss Cache (embedded)).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@390c32a3.as(iqi.ee63d373-fd9b-4552-a9e1-d0304961f19a)
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(44d396c5-41cc-46ee-b69b-099b865526f2)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@7b740743.as(iqi.f0b8cdb3-bb72-4925-bcfd-0b24d964189a)
     1,     64,    64,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, optical_en_US_properties.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JFunk (embedded)).as(default)"
 18917,   1173,     0,06, GraphService.addTypeToModel
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Camel (embedded)).as(default)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,HttpUnit (embedded)).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@4e41443.as(iqi.fa528a05-24ed-44d8-bec7-faf7f346aef9)
     1,     63,    63,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, EnviarMail_java.html)"
     1,     33,    33,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.139.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(3f1e1457-4cc6-4dff-9864-8ef194e196e6)"
     1,     35,    35,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, reporteDepreciacion_properties.html)"
     1,     48,    48,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.229.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,HSQLDB Driver).as(default)"
     1,     47,    47,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, consultaDocsCobro_properties.html)"
     1,     69,    69,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, maestroDescuentosMsj_properties.html)"
     1,     36,    36,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.291.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Thymeleaf (embedded)).as(default)"
     1,     22,    22,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.136.html)"
